# English-German dictionary created from OmegaWiki database
# Created on: 2018-06-03T19:46:37+00:00
# Licence: GNU Free Documentation Licence http://www.gnu.org/copyleft/fdl.html
# Download updated version of this file at: https://www.dicts.info/uddl.php
# Contact us at: https://www.dicts.info/contact.php
9 ; nine	neun
renaissance	renaissance ; Renaissance
renaturation	Renaturierung
renewable energy source	erneuerbare Energiequelle
renewable raw material	erneuerbare Rohstoffe
renewable resource	erneuerbare Ressourcen
repair business	Instandsetzungsgewerbe
replacement	Ersatz
replacement cost	Ersatzkosten
report on the state of the environment	Umweltzustandsbericht
report to the minister	Bericht an den Minister
reporting process	Meldeverfahren
representation	Vertretung
repression	Unterdrückung
reprocessing	Wiederaufbereitung
reproduction	Fortpflanzung
reproductive manipulation	Fortpflanzungsmanipulation
reptile ; reptile ; reptile	Reptilien ; Reptilien ; Reptilien
rescue service	Rettungsdienst
rescue system	Rettungssystem
research	Forschung
research centre	Forschungszentrum
research of the effects	Wirkungsforschung
research policy	Forschungspolitik
research project	Forschungsprojekt
reserve	Reservat ; Schutzgebiet
reservoir	Speicherbecken
residential area	Wohngebiet ; Wohnblock
residential area with traffic calmings	verkehrsberuhigtes Wohngebiet
residential building	Wohngebäude
residual amount of water	Restwassermenge
residual pesticide	Pestizidrückstand
residual risk	Restrisiko
residual waste	Restabfall
residual waste sludge	Restklärschlamm
residue analysis	Rückstandsanalyse
residue of grinding	Zerkleinerungsrückstände
residue recycling	Rückstandsverwertung
resin	Harz
resinous plant	harzhaltige Pflanze
resistance (biological) ; resistance	Resistenz
resolution	Resolution
resolution ; resolution (parameter)	Auflösung
resorption	Resorption
resource ; resources	Ressource
resource appraisal	Ressourcenbewertung
resource conservation	Ressourcenpflege
resource exploitation	Rohstoffausbeutung
resource reserve	Ressourcenvorrat
resource utilisation	Ressourcennutzung
resources management	Ressourcenbewirtschaftung
respiration	Atmung
respiratory air	Atemluft
respiratory disease	Atemwegserkrankung
respiratory system	Atmungssystem
retaining reservoir	Staubecken
reverse osmosis	Umkehrosmose
rhenium	Rhenium
rhino ; rhinoceros	Nashorn ; Rhinozeros
rhodium	Rhodium
rhombus ; rhomb	Raute ; Rhombus
rice	Reis
rice	Reis ; Reiskorn ; Reiskorn
rising sea level	Meeresspiegelanstieg
risk communication	Risikokommunikation
river	Fluß ; Fluss
river bed	Flußbett ; Flussbett
river water	Flußwasser ; Flusswasser
road	Straße
road network	Straßennetz
road salt	Streusalz
rock	Fels ; Fels ; Gestein
rodent	Nagetier
roentgenium	Roentgenium
rolling noise	Rollgeräusch
roof ; roof ; roof	Dach ; Dach ; Dach
root	Wurzel
rosary	Rosenkranz
rose	Rose
rotary furnace	Drehofen
route	Fahrweg (Streckenführung) ; Fahrweg
rubber	Gummi
rubidium	Rubidium
ruby	Rubin
rural area	ländlicher Raum
ruthenium	Ruthenium
rutherfordium	Rutherfordium
sacrifice	Opfer
safety ; security	Sicherheit
safety measure	Sicherheitsmaßnahme
sahara	Sahara
sailing ship	Segelschiff
salamander	Salamander
salary	Gehalt
salmon	Lachs
salt	Salz ; Salze
salt	Kochsalz ; Salz ; Speisesalz ; Tafelsalz
salt water	Salzwasser
samarium	Samarium
sand	Sand
sand dune	Sanddüne
sanitary fitting	sanitäre Einrichtung
sapphire	saphir ; Saphir
sardine	Sardine
satellite	Satellit
sawdust	Sägemehl
saxophone	Saxophon ; Saxofon
say	sagen
scandium	Skandium ; Scandium
school	Schule
science	Wissenschaft
scientific co-operation	wissenschaftliche Zusammenarbeit
scientific dispute	wissenschaftlicher Disput
scientific research	wissenschaftliche Forschung
scientist	Wissenschaftler ; Gelehrte ; Wissenschaftlerin ; Gelehrter
screw	Schraube
screwdriver	Schraubenzieher ; Schraubendreher
sculptor	Bildhauer
sea	Meer ; Meer ; Ozean ; See
sea level	Meeresspiegel
sea water	Meerwasser
seaborgium	Seaborgium
seashore	Meeresküste
season	Jahreszeit
secondary education	Sekundarstufe
secret	geheim
sediment	Sediment
sedimentation (geology) ; sedimentation	Sedimentation ; Sedimentablagerung
sedimentology	Sedimentologie
see	sehen
seed	Same ; Samen
seed	Saatgut
seismic activity	seismische Aktivität
seismic sea wave ; tsunami	Erdbebenwelle ; seismische Welle ; Tsunami
selenium	Selen
sell	verkaufen ; veräußern ; vertreiben ; feilbieten ; feilhalten
semantics	Semantik
semi-metal	Halbmetall
semiconductor	Halbleiter
semiotics ; semiology	Semiotik
separator	Abscheider
server	Server
sew	nähen
sewage farm	Rieselfeld
sex ; gender	Geschlecht
sexology	Sexualforschung
sextant	Sextant
shark	Hai
sheep	Schaf
shellfish ; shellfish	Krustentier ; Meeresfrucht ; Meeresfrucht
shepherd	Hirt ; Schafhirt ; Schäfer ; Schäfer ; Schäferin
ship	Schiff
shoe	Schuh
shop	Einzelhandelsgeschäft
shopping centre	Einkaufszentrum
short ; small	klein ; klein ; kurz
shrub	Strauch
side effect	Nebenwirkung
siemens	Siemens
sign language	Gebärdensprache
silicon	Silizium ; Silicium
silk	Seide
silt	Schlick
silver	Silber
simulation	Simulation
skeleton	Skelett
ski run	Skipiste
skiing	Skifahren ; Schifahren ; Skilaufen ; Schilaufen
skin	Haut
skull	Schädel ; νεκροκεφαλή
slag	Schlacke
slaughter	schlachten
slaughter-house	Schlachthof
slaughterhouse ; slaughter-house ; abattoir ; butchery ; shambles	Schlachthof ; Schlachthaus
sleep	Ruhe ; Schlaf ; Schlummer
sleep disturbance	Schlafstörung
slipper	Hausschuh ; Pantoffel
slope	Hang
slow	langsam
sludge	Schlamm
smallpox	Pocken
smile	Lächeln
smog	Smog
smog warning	Smogwarnung
smoke	Rauch
smoking	Rauchen
snake	Schlange
snow	Schnee
snowslide	Schneerutsch
soaking	Durchnässung
soap	Seife
social behaviour	Sozialverhalten
social group	Gesellschaftsgruppe
social protection	soziale Absicherung
social psychology	Sozialpsychologie
social science	Sozialwissenschaften
social survey	Sozialforschung
social welfare	Sozialfürsorge
society	Gesellschaft
socioeconomic aspect of human settlements	sozioökonomischer Aspekt von menschlichen Siedlungen
sociolinguistics ; sociology of language	Soziolinguistik ; Sprachsoziologie
sociology	Soziologie
sock	Socke ; Strumpf
sodium	Natrium
software	Software
software development	Softwareentwicklung
soil	Boden
soil fertilisation	Düngung
soil fertility	Bodenfruchtbarkeit
soil science	Bodenkunde
solar cell	Solarzelle
solar collector	Solarkollektor
solar energy	Solarenergie
solar energy technology	Solartechnik ; Solare Energietechnik
solar power station	Solarkraftwerk
solar radiation	Solarstrahlung
solubility	Löslichkeit
solvent	Lösungsmittel
songbird	Singvogel
soot	Russ ; Ruß
sorption	Sorption
sound	Schall
sound measurement	Schallmessung
space ; space ; space (interplanetary) ; interplanetary space	interplanetarer Weltraum ; interplanetarischer Raum ; Sonnensystem ; Weltraum
space travel	Raumfahrt
spasmodic croup	Pseudo-Krupp
species	Art ; Spezies
speech	Sprache ; Ansprache ; Rede
speed	Geschwindigkeit
sphinx	Sphinx
spider	Spinne
spider	Spinnentier ; Spinne ; Webspinne ; echte Spinne
spinach	Spinat
spleen	Milz
spoon	Löffel
sport	Sport
spring	Frühjahr ; Frühling ; Lenz
spring ; spring (hydrology, land)	Quelle
spring water	Quellwasser
square	Quadrat ; Platz
stage	Bühne
standard	Standard
staple food	Hauptnahrungsmittel
star	Stern
starch	Stärke
station	Haltestelle
statistics	Statistik
steam generator	Dampferzeuger
steel	Stahl
sterilisation	Sterilisation
steroid	Steroid
stocking	Lagerung
stomach	Magen
stone	Gestein ; Stein
stork	Storch
storm ; tempest	Sturm
story	Geschichte ; Erzählung
stove	Ofen
strange ; odd	fremd
strategic	strategisch
strawberry	Erdbeere
stress	Stress
strontium	Strontium
subject ; topic	Thema
submarine	Unterseeboot
subsidence	Absinken
subsidy	Subvention
suburb	Vorort
sudden ; abrupt ; precipitous	plötzlich ; jäh ; abrupt ; unvermittelt ; schlagartig ; urplötzlich
sugar	Zucker
suicide	Suizid ; Selbstmord ; Selbstentleibung ; Freitod ; Selbsttötung
sulphur	Schwefel
sulphur concentration	Schwefelkonzentration
sulphur dioxide	Schwefeldioxid
summer	Sommer
supermarket	Supermarkt
supernova	Supernova
supply	Angebot
supply and demand	Angebot und Nachfrage
surface tension	Oberflächenspannung
surgeon	Chirurg
surgery	Chirurgie
surprise	überraschen
swans, geese and ducks	Entenvögel
sweet	süß
sweetener	Süßstoff
swimming pool	Hallenbad ; Hallenbad ; Schwimmbad ; Schwimmbecken ; Schwimmbassin
sword	Schwert
symbiosis	Symbiose
symphony	Sinfonie
synagogue	Synagoge
syndrome	Syndrom
synecology	Synökologie
syntax	Syntax
syphilis	Syphilis
syringe	Kolbenprober ; Kolbenprober ; Spritze
table	Tisch
tadpole ; polliwog	Kaulquappe
tailor	Schneider
takeover	Übernahme
tanker	Tankfahrzeug ; Tanklastwagen
tanker ; tanker (ship)	Tankschiff ; Tanker
tannin	Gerbstoff
tantalum	Tantal
target group	Zielgruppe
tax	Steuer
taxonomy	Taxonomie
tea	Tee
teach	lehren ; beibringen
teacher	Lehrer
teaching	Unterricht
technetium	Technetium
technology	Technologie
technology transfer	Technologietransfer
telecommunications ; telecommunication	Telekommunikation
telemetry	Telemetrie
television	Fernseher ; Fernsehgerät ; TV-Gerät ; Fernsehapparat ; Fernsehempfänger
television	Fernsehen
television programme	Fernsehsendung
tellurium	Tellur
temperature	Temperatur
ten	zehn
tennis	Tennis
teratogen	teratogener Stoff
terbium	Terbium
terminology	Terminologie
termite	Termite
terracotta ; terracotta ; terracotta ; terra cotta	Terrakotta
territory	Territorium ; Revier
terrorism	Terrorismus
terrorist	Terrorist
tertiary sector	Dienstleistungen ; tertiärer Sektor ; Dienstleistungssektor
test	Test ; testen
testosterone	Testosteron
textile industry	Textilindustrie
textile plant	Textilpflanze
thallium	Thallium
thank you	Danksagung
theocracy	Theokratie ; Gottesstaat
theology	Theologie
therapy	Therapie ; Behandlung
thermal equipment	heiztechnische Ausrüstung
thermal power plant	Wärmekraftwerk
thermodynamics	Thermodynamik
thesis	Dissertation
thirst	Durst
thorium	Thorium
thousand	tausend
three	drei
thulium	Thulium
thumb	Daumen
thunder	Donner ; Donnerschlag
thunderstorm	Gewitter
thyroid	Schilddrüse
tidal power station	Gezeitenkraftwerk
tidal water	Tidegewässer
tiger	Tiger
timber forest	Nutzwald
time	Zeit
timezone	Zeitzone
tin	Zinn
tissue	Gewebe ; zelluläres Gewebe
titanium	Titan
titanium dioxide	Titandioxid
toad	Kröte
tobacco	Tabak
toe	Zeh ; Zehe
together	zusammen
tomato	Tomate
tomorrow	Morgen ; morgen
tongue	Zunge
topography	Topografie ; Topographie
topology	Topologie
tornado	Tornado
torpedo	Torpedo
tortoise	Schildkröte
tourism	Fremdenverkehr ; Tourismus
toxic metal	toxische Metalle ; toxisches Metall
toxic substance	toxische Substanz
toxicity	Toxizität
toxicology	Toxikologie
toxin	Gift ; Toxin
trace element	Spurenelement
tracheophyte ; vascular plant	Tracheophyten
trade	Gewerbe ; Handel
trade	Handel
trade and consumption	Handel und Verbrauch
trades union	Gewerkschaft
traditional	herkömmlich ; traditionell
traffic	Verkehr
traffic noise	Verkehrslärm
train	Zug
training	Ausbildung ; Schulung
training centre	Ausbildungsstätte
trajectory	Trajektorie
transition element ; transition metal	Übergangselemente ; Übergangselement ; Übergangsmetall
translate ; interpret	übersetzen
translation	Übersetzung
transpiration	Transpiration
transport	Transport
transport ; transportation	Transport
travel	reisen
treaty	Vertrag
tree	Baum
triangle	Dreieck
trigonometry	Trigonometrie
tritium	Tritium
trolley bus ; trolleybus	O-Bus ; Oberleitungsbus ; Obus ; Trolleybus
trombone	Posaune
trophic level	Trophiegrad
trophy	Trophäe ; Siegeszeichen
tropical forest	Tropenwald
tropical plant	tropische Pflanze
tropical rain forest	tropischer Regenwald
tropics ; torrid zone	Tropengebiet ; Tropen
trousers	Hose
trout	Forelle
trumpet	Trompete ; Drommete
truth	Wahrheit
tulip	Tulpe
tunafish	Tunfisch ; Thunfisch
tundra	Tundra
tungsten	Wolfram
tunnel	Tunnel
turbidity	Trübung
turbine	Turbine
turkey	Truthahn
twin	Zwilling
two	zwei ; zwei ; Zwei
two	Zwei
typhoon	Taifun
tyre	Reifen
ultraviolet radiation	UV-Strahlung ; ultraviolette Strahlung
underground railway	Untergrundbahn ; U-Bahn
underground train	Untergrundbahn
unemployment	Arbeitslosigkeit
ungulate	Huftiere
university ; university ; academy	Universität ; Universität ; Uni ; Uni
ununbium	Ununbium
ununhexium	Ununhexium
ununoctium	Ununoctium
ununpentium	Ununpentium
ununquadium	Ununquadium
ununseptium	Ununseptium
ununtrium	Ununtrium
upbringing	Aufzucht ; Erziehung
uranium	Uran
urbanisation	Verstädterung
urine	Urin ; Harn
ursid	Ursidae ; Bären
useful	nützlich ; nützlich
user	benutzer ; Benutzer ; Anwender ; User
usurp	bemächtigen
vaccination	Impfung ; Vakzination
vacuum cleaner	Staubsauger
valley	Tal ; Talebene
valuable	wertvoll
vampire	Vampir ; Vampyr
vanadium	Vanadium
vandalism	Vandalismus
vapour pressure	Dampfdruck
vector	Vektor
vegetable	Gemüse
vegetable oil	Pflanzenöl
vehicle	Fahrzeug
ventilation	Lüftung
verb	Tätigkeitswort ; Verb ; Zeitwort ; Tuwort
vertebrate	Vertebraten ; Wirbeltier ; Vertebrat
veteran	Veteran
veterinarian	Tierarzt
veterinarian ; veterinary	Tierarzt ; Veterinär
viable ; viable ; feasible	machbar
village	Dorf
vinasse	Schlempe
vinegar	Essig
vineyard	Weinberg
virology	Virologie
virus	Virus
viscosity	Viskosität
vitamin	Vitamin
vocabulary	Vokabular
volatile substance	flüchtiger Stoff
volatility	Flüchtigkeit
volcanic eruption	Vulkanausbruch
volcanism	Vulkanismus
volcano	Vulkan
volleyball	Volleyball
voltage	Spannung
voting	Wahlverfahren
vowel	Vokal ; Selbstlaut
vulcanisation	Vulkanisation
waiter	Ober ; Kellner
wall	Wand
walrus	Walroß ; Walross
war	Krieg
warm-blooded animal	Warmblüter
wasp	Wespe
waste	Abfall ; Müll ; Unrat
waste bin	Abfallbehälter
waste disposal act	Abfallbeseitigungsgesetz
waste dump	Abfallablagerung
waste paper	Altpapier
waste water	Abwasser
waste water purification	Abwasserreinigung
water	Wasser
water ; body of water	Gewässer
water aeration	Wasserbelüftung
water cost	Wasserkosten
water desalination	Wasserentsalzung
water flea	Daphnien ; Wasserflöhe
water level	Wasserstand
water mill	Wassermühle
water polo	Wasserball
water protection legislation	Gewässerschutzrecht
water pump	Wasserpumpe
water reservoir	Wasserbehälter
water resource	Wasserressourcen
water salination	Wasserversalzung
water supply	Wasserversorgung
water treatment	Wasseraufbereitung
water well	Wasserbrunnen
waterfall	Wasserfall
waterfowl	Wasservogel
watershed	Wasserscheide
weapon	Waffe
weather	Wetter
web ; spider web	Spinnennetz
weed	Unkraut
week	Woche
weekend	Wochenende
weight	Gewicht
welding	Schweissen ; Schweißen
well	Brunnen
whale	Wal
whaling	Walfang
wheat	Weizen
wheelchair	Rollstuhl
whey	Molke
white	Weiß
white	weiß
wife ; spouse	Ehefrau ; Ehegattin ; Ehegespons ; Ehegespons ; Ehegespons ; Eheweib ; Frau ; Gattin ; Gemahlin ; Weib ; Ehegesponst ; Ehegesponst ; Ehegesponst ; Ehepartnerin
wiki	Wiki
wild animal	Wildtier
wild fauna ; wildlife ; wild animals	Wildfauna
wild plant	Wildpflanze
wildlife ; 野生生物	Natürliche Pflanzen- und Tierwelt
willow	Weide
wind	Wind
wind power	Windenergie
windmill	Windmühle
window	Fenster
wine	Wein
winter	Winter
witch	Hexe
witness	Zeuge
wizard ; sorcerer ; magician	Zauberer ; Hexer ; Magier ; Zaubrer
wolf	Wolf
wood	Wald
wood	Holz
wood product	Holzprodukt
wool	Wolle
word	Wort
work accident	Arbeitsunfall
workplace	Arbeitsplatz
world	Welt
world heritage site	Welterbe
world war	Weltkrieg
wound	Verletzung ; Wunde
write	schreiben
wrongful act	Vergehen
xenon	Xenon
xylophone	Xylofon ; Xylophon
y'all ; you ; you lot ; yous	ihr
yacht	Jacht ; Yacht
yak	Yak
year ; solar year	Jahr ; Erdenjahr ; Erdjahr
yeast	Hefe
yellow	gelb
yield	Ertrag
yield	Ertrag ; Rendite
young	Junges
ytterbium	Ytterbium
yttrium	Yttrium
zebra	Zebra
zero ; null	Null
zinc	Zink
zirconium	Zirkonium ; Zirconium
